Source Account,Tweets,Date,Compound,Positive,Negative,Neutral,Tweets Ago
CBS,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT,Thu Aug 09 21:00:00 +0000 2018,0.6696,0.255,0.0,0.745,73
CBS,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime… https://t.co/GNkK4Zf2kD,Thu Aug 09 18:47:00 +0000 2018,0.7901,0.28,0.0,0.72,74
CBS,"Love is in the air, and the water! International smash hit #LoveIsland is coming to CBS. https://t.co/nepabuNoSU https://t.co/Cxgvkv463u",Wed Aug 08 16:05:11 +0000 2018,0.6696,0.209,0.0,0.791,75
CBS,The Executive Producers of @CBSBigBrother are teaming up with @KingJames and @MavCarter for an unprecedented televi… https://t.co/V88bDeHmQs,Tue Aug 07 16:06:57 +0000 2018,0.0,0.0,0.0,1.0,76
CBS,"RT @cbsallaccess: Executive Producer of Tell Me A Story, @kevwilliamson, says ""What I like about the show, there’s nothing else on TV like…",Mon Aug 06 00:20:55 +0000 2018,0.3612,0.111,0.0,0.889,77
CBS,RT @TheNeighborhood: Feel the love in this new teaser for #TheNeighborhood from the #CBS #TCA18! 🤗 https://t.co/rPmCozH5XP,Mon Aug 06 00:07:38 +0000 2018,0.5411,0.219,0.098,0.683,78
CBS,RT @TheNeighborhood: Find out why Cedric the Entertainer and the cast think #TheNeighborhood is the kind of show that everyone can relate t…,Mon Aug 06 00:02:58 +0000 2018,0.3818,0.106,0.0,0.894,79
CBS,That's all for our #CBS #TCA18 panels! Tune in this fall to watch all your favorite new shows. 🙌 https://t.co/hM85o9eRi8,Mon Aug 06 00:02:02 +0000 2018,0.5093,0.155,0.0,0.845,80
CBS,"RT @MagnumPICBS: ""If there was ever a time to bring back #MagnumPI, it's now."" - @PLenkov 
#CBS #TCA2018",Sun Aug 05 23:58:41 +0000 2018,0.0,0.0,0.0,1.0,81
CBS,"RT @MagnumPICBS: ""There are a lot of easter eggs from the original that fans from the original series will love, and they're peppered throu…",Sun Aug 05 23:44:39 +0000 2018,0.8316,0.306,0.0,0.694,82
CBS,"RT @MagnumPICBS: ""What we are trying to do is introduce the show to a new audience...it's going to open it up for anyone that's new and the…",Sun Aug 05 23:41:21 +0000 2018,0.0,0.0,0.0,1.0,83
CBS,"RT @MagnumPICBS: ""This has been my white whale since I was a kid. I always loved #MagnumPI. Putting words in Magnum's mouth is something I'…",Sun Aug 05 23:35:49 +0000 2018,0.5994,0.157,0.0,0.843,84
CBS,RT @MagnumPICBS: It's #MagnumPI time at the #CBS #TCA2018! Follow along as we live tweet the panel!,Sun Aug 05 23:35:46 +0000 2018,0.0,0.0,0.0,1.0,85
CBS,RT @happytogether: Thanks for following along! That concludes the #HappyTogether panel at the #CBS #TCA2018! @MagnumPICBS is up next!,Sun Aug 05 23:16:25 +0000 2018,0.5826,0.173,0.0,0.827,86
CBS,"RT @happytogether: Question: Even though you're not playing @Harry_Styles, did you do a Harry crash course?
@itsfelixwot: Absolutely not. C…",Sun Aug 05 23:12:39 +0000 2018,-0.5093,0.0,0.202,0.798,87
CBS,"RT @happytogether: ""The show is about marriage, it's about getting a bit older, it's about youthfulness, it's about something happening and…",Sun Aug 05 23:10:20 +0000 2018,0.0,0.0,0.0,1.0,88
CBS,"RT @happytogether: ""It's always good to have a little bit of truth in whatever you're making.""- @wayansjr 

#HappyTogether #CBS #TCA2018",Sun Aug 05 23:05:58 +0000 2018,0.6041,0.225,0.0,0.775,89
CBS,"RT @happytogether: ""I thought I was still young and cool until I met @itsfelixwot!"" -@AmberoniStevens #HappyTogether #CBS #TCA2018",Sun Aug 05 23:01:25 +0000 2018,0.3802,0.147,0.0,0.853,90
CBS,"RT @happytogether: ""We never wanted to create a show where people think ""Oh, did @Harry_Styles do that?"" -@benwinston on emphasizing that #…",Sun Aug 05 22:58:41 +0000 2018,-0.2057,0.0,0.083,0.917,91
CBS,RT @happytogether: .@wayansjr is quick to point out that the characters in #HappyTogether are fictional. #CBS #TCA2018,Sun Aug 05 22:58:36 +0000 2018,0.0,0.0,0.0,1.0,92
CBS,"RT @happytogether: ""@Harry_Styles became part of the family. We didn't want him to move out."" -@benwinston #CBS #HappyTogether #TCA18",Sun Aug 05 22:53:12 +0000 2018,-0.0572,0.0,0.064,0.936,93
CBS,"RT @happytogether: ""It's about Cooper who wants nothing but normality and a boring life, and Jake and Claire, who want more excitement."" -@…",Sun Aug 05 22:52:24 +0000 2018,-0.3612,0.059,0.121,0.82,94
CBS,"RT @happytogether: ""It's loosely inspired (by the time @Harry_Styles lived with @benwinston), because if we put what actually happened on t…",Sun Aug 05 22:49:06 +0000 2018,0.4939,0.138,0.0,0.862,95
CBS,RT @happytogether: It's time for the #HappyTogether panel at the #CBS #TCA18! Follow along here!,Sun Aug 05 22:46:49 +0000 2018,0.0,0.0,0.0,1.0,96
CBS,RT @GodFriendedMe: Thanks for following along during the #GodFriendedMe panel at #CBS #TCA18—@HappyTogether is up next!,Sun Aug 05 22:32:37 +0000 2018,0.4926,0.175,0.0,0.825,97
CBS,"RT @GodFriendedMe: ""You don't have to believe in God to believe in good."" 🙌@JOEtheMORTON #GodFriendedMe #CBS",Sun Aug 05 22:32:30 +0000 2018,0.2732,0.123,0.0,0.877,98
CBS,RT @GodFriendedMe: “It’s incredibly important to us that we’re not a show that’s preachy or judgmental. Whether you believe or don’t believ…,Sun Aug 05 22:16:36 +0000 2018,0.2716,0.095,0.0,0.905,99
CBS,"RT @GodFriendedMe: ""Our feet are on the ground. Our characters are not angels, they’re not heavenly, they’re just real people. The 'opposin…",Sun Aug 05 22:16:29 +0000 2018,-0.4973,0.0,0.133,0.867,100
BBC,"Keeping the head on is an unwritten rule of the job... 😳️⚽️

A video of Colorado's football mascot accidentally sho… https://t.co/vn9YzZeMLj",Mon Sep 24 18:02:07 +0000 2018,-0.34,0.0,0.112,0.888,1
BBC,"✨🕺💃 @ZoeTheBall is back to give the lowdown on this series of @BBCStrictly!

Strictly - It Takes Two | 6:30pm |… https://t.co/6rLJAtcYYx",Mon Sep 24 16:32:08 +0000 2018,-0.2714,0.0,0.099,0.901,2
BBC,"RT @BBCOne: We're doing this to the letter, fellas. #LineOfDuty is back in t-w-e-n-t-y n-i-n-e-t-e-e-n. @martin_compston @Vicky_McClure htt…",Mon Sep 24 16:26:11 +0000 2018,0.0,0.0,0.0,1.0,3
BBC,RT @BBCOne: How easy is it to get help for mental health when you need it? 14-year-old Jess was refused treatment for anxiety but went on t…,Mon Sep 24 15:53:55 +0000 2018,0.2144,0.128,0.099,0.773,4
BBC,"RT @bbcdoctorwho: 1,2,3,4…. Thirteen #DoctorWho #Sheffield https://t.co/xaDWu2DmtF",Mon Sep 24 15:17:27 +0000 2018,0.0,0.0,0.0,1.0,5
BBC,"Papa… what? 🤔😂 

A new series of Letterbox starts today at 6pm on @BBCTwo. 
https://t.co/NLP3Hx0YSK https://t.co/c8myHijbdz",Mon Sep 24 15:06:34 +0000 2018,0.0,0.0,0.0,1.0,6
BBC,"✈️Is this one of the world's most beautiful airports?

https://t.co/ewqnUMEhZY https://t.co/aFxlQBAET6",Mon Sep 24 13:59:07 +0000 2018,0.6361,0.295,0.0,0.705,7
BBC,"So. Awkward. 🍗😳😂

When @lilyallen had to turn down chicken wings from @Drake... 

https://t.co/4pCjbGbUjY",Mon Sep 24 13:01:06 +0000 2018,-0.2247,0.0,0.127,0.873,8
BBC,"RT @bbcpress: Who were your #BluePeter presenters growing up? 🎂6⃣0⃣🎂 The @CBBC show will celebrate 60 years next month. Facts, interviews a…",Mon Sep 24 11:36:41 +0000 2018,0.6597,0.213,0.0,0.787,9
BBC,"Christina set up ‘Sandwich Angels’ to help feed Manchester’s homeless community. (Via @bbcthree)

https://t.co/Xq0WVgZFFe",Mon Sep 24 11:08:45 +0000 2018,0.4019,0.172,0.0,0.828,10
BBC,"""Girls have rights and I have rights to an education."" 💛

This young woman choose to teach instead of becoming a te… https://t.co/lFAjrelhXI",Mon Sep 24 10:02:07 +0000 2018,0.0,0.0,0.0,1.0,11
BBC,"😳😂 ""I'm going to leave it there because the lawyers are on the phone""

When @BBCSimonMcCoy sat down for a serious i… https://t.co/HAuyMtgM2c",Mon Sep 24 09:03:02 +0000 2018,-0.128,0.0,0.111,0.889,12
BBC,"RT @BBCSportWales: Are you brave enough to dive off a cliff? 

This teenager is - and he's about to make history 😲 https://t.co/8fOgNK7URM",Mon Sep 24 08:49:40 +0000 2018,0.5267,0.152,0.0,0.848,13
BBC,Mosquitoes are transferring plastics into the food chain. 👉 https://t.co/tjdOPX0zrn https://t.co/O4VxfryLpA,Mon Sep 24 08:02:05 +0000 2018,0.0,0.0,0.0,1.0,14
BBC,There are plans for scientists in Russia to attempt to bring woolly mammoths back from extinction. 🔬… https://t.co/31HyafKzgN,Mon Sep 24 07:31:07 +0000 2018,0.0,0.0,0.0,1.0,15
BBC,This is the most hardcore baptism you’ll ever see - a mum carrying her baby to a church up a near-vertical cliff fa… https://t.co/RXxvIRWdyS,Mon Sep 24 07:02:04 +0000 2018,0.0,0.0,0.0,1.0,16
BBC,"RT @BBCOne: 157 crew.
88 shoot days.
56 cast.
23 stunt performers.
6 episodes.
2 directors.
1 writer.
1 epic finale. 

Thanks for watching…",Sun Sep 23 22:04:30 +0000 2018,0.128,0.124,0.103,0.773,17
BBC,"RT @BBCOne: Just David Budd, having the epitome of a VERY BAD DAY. #Bodyguard https://t.co/uuz9xTSusb",Sun Sep 23 20:32:23 +0000 2018,-0.7398,0.0,0.288,0.712,18
BBC,"Get ready to learn the truth.

Don’t miss the epic finale of #Bodyguard. Tonight at 9pm on @BBCOne.

https://t.co/WBN1aXFHDl",Sun Sep 23 19:04:06 +0000 2018,0.4939,0.214,0.071,0.714,19
BBC,"🤔📆 Quiz: Can you guess which celebrity is the oldest? 

https://t.co/EVdI3SRIxf https://t.co/7hc2mzrx3B",Sun Sep 23 18:02:04 +0000 2018,0.0,0.0,0.0,1.0,20
BBC,"Keeping the head on is an unwritten rule of the job... 😳️⚽️

A video of Colorado's football mascot accidentally sho… https://t.co/vn9YzZeMLj",Mon Sep 24 18:02:07 +0000 2018,-0.34,0.0,0.112,0.888,21
BBC,"✨🕺💃 @ZoeTheBall is back to give the lowdown on this series of @BBCStrictly!

Strictly - It Takes Two | 6:30pm |… https://t.co/6rLJAtcYYx",Mon Sep 24 16:32:08 +0000 2018,-0.2714,0.0,0.099,0.901,22
BBC,"RT @BBCOne: We're doing this to the letter, fellas. #LineOfDuty is back in t-w-e-n-t-y n-i-n-e-t-e-e-n. @martin_compston @Vicky_McClure htt…",Mon Sep 24 16:26:11 +0000 2018,0.0,0.0,0.0,1.0,23
BBC,RT @BBCOne: How easy is it to get help for mental health when you need it? 14-year-old Jess was refused treatment for anxiety but went on t…,Mon Sep 24 15:53:55 +0000 2018,0.2144,0.128,0.099,0.773,24
BBC,"RT @bbcdoctorwho: 1,2,3,4…. Thirteen #DoctorWho #Sheffield https://t.co/xaDWu2DmtF",Mon Sep 24 15:17:27 +0000 2018,0.0,0.0,0.0,1.0,25
BBC,"Papa… what? 🤔😂 

A new series of Letterbox starts today at 6pm on @BBCTwo. 
https://t.co/NLP3Hx0YSK https://t.co/c8myHijbdz",Mon Sep 24 15:06:34 +0000 2018,0.0,0.0,0.0,1.0,26
BBC,"✈️Is this one of the world's most beautiful airports?

https://t.co/ewqnUMEhZY https://t.co/aFxlQBAET6",Mon Sep 24 13:59:07 +0000 2018,0.6361,0.295,0.0,0.705,27
BBC,"So. Awkward. 🍗😳😂

When @lilyallen had to turn down chicken wings from @Drake... 

https://t.co/4pCjbGbUjY",Mon Sep 24 13:01:06 +0000 2018,-0.2247,0.0,0.127,0.873,28
BBC,"RT @bbcpress: Who were your #BluePeter presenters growing up? 🎂6⃣0⃣🎂 The @CBBC show will celebrate 60 years next month. Facts, interviews a…",Mon Sep 24 11:36:41 +0000 2018,0.6597,0.213,0.0,0.787,29
BBC,"Christina set up ‘Sandwich Angels’ to help feed Manchester’s homeless community. (Via @bbcthree)

https://t.co/Xq0WVgZFFe",Mon Sep 24 11:08:45 +0000 2018,0.4019,0.172,0.0,0.828,30
BBC,"""Girls have rights and I have rights to an education."" 💛

This young woman choose to teach instead of becoming a te… https://t.co/lFAjrelhXI",Mon Sep 24 10:02:07 +0000 2018,0.0,0.0,0.0,1.0,31
BBC,"😳😂 ""I'm going to leave it there because the lawyers are on the phone""

When @BBCSimonMcCoy sat down for a serious i… https://t.co/HAuyMtgM2c",Mon Sep 24 09:03:02 +0000 2018,-0.128,0.0,0.111,0.889,32
BBC,"RT @BBCSportWales: Are you brave enough to dive off a cliff? 

This teenager is - and he's about to make history 😲 https://t.co/8fOgNK7URM",Mon Sep 24 08:49:40 +0000 2018,0.5267,0.152,0.0,0.848,33
BBC,Mosquitoes are transferring plastics into the food chain. 👉 https://t.co/tjdOPX0zrn https://t.co/O4VxfryLpA,Mon Sep 24 08:02:05 +0000 2018,0.0,0.0,0.0,1.0,34
BBC,There are plans for scientists in Russia to attempt to bring woolly mammoths back from extinction. 🔬… https://t.co/31HyafKzgN,Mon Sep 24 07:31:07 +0000 2018,0.0,0.0,0.0,1.0,35
BBC,This is the most hardcore baptism you’ll ever see - a mum carrying her baby to a church up a near-vertical cliff fa… https://t.co/RXxvIRWdyS,Mon Sep 24 07:02:04 +0000 2018,0.0,0.0,0.0,1.0,36
BBC,"RT @BBCOne: 157 crew.
88 shoot days.
56 cast.
23 stunt performers.
6 episodes.
2 directors.
1 writer.
1 epic finale. 

Thanks for watching…",Sun Sep 23 22:04:30 +0000 2018,0.128,0.124,0.103,0.773,37
BBC,"RT @BBCOne: Just David Budd, having the epitome of a VERY BAD DAY. #Bodyguard https://t.co/uuz9xTSusb",Sun Sep 23 20:32:23 +0000 2018,-0.7398,0.0,0.288,0.712,38
BBC,"Get ready to learn the truth.

Don’t miss the epic finale of #Bodyguard. Tonight at 9pm on @BBCOne.

https://t.co/WBN1aXFHDl",Sun Sep 23 19:04:06 +0000 2018,0.4939,0.214,0.071,0.714,39
BBC,"🤔📆 Quiz: Can you guess which celebrity is the oldest? 

https://t.co/EVdI3SRIxf https://t.co/7hc2mzrx3B",Sun Sep 23 18:02:04 +0000 2018,0.0,0.0,0.0,1.0,40
BBC,"Falling leaves, dramatic skies, misty mornings... 🍂🌰🦊

7 signs that autumn is well and truly on its way. 👉… https://t.co/iNXWoE3zcW",Sun Sep 23 17:02:01 +0000 2018,0.5267,0.221,0.071,0.708,41
BBC,"'We're in love but never have sex'. 

https://t.co/IOgVh8eiFC https://t.co/dCLDcKhQ0Y",Sun Sep 23 16:04:03 +0000 2018,0.3818,0.245,0.0,0.755,42
BBC,"Sea dragons are so elegant 😍 #Oceans

https://t.co/yulAjV8D0S",Sun Sep 23 15:03:04 +0000 2018,0.6113,0.399,0.0,0.601,43
BBC,"Low on cash but still want to whip up a mouthwatering meal? 🍝🥘🍛

Raid the store cupboard to create these delicious… https://t.co/eMfg1xSQEo",Sun Sep 23 14:02:06 +0000 2018,0.3716,0.173,0.066,0.761,44
BBC,"RT @BBCOne: The #Bodyguard finale is 75 minutes long. 
So here’s 75 reasons why we ❤️ this show. 

See you at 9pm for the epic conclusion.…",Sun Sep 23 12:44:40 +0000 2018,0.0,0.0,0.0,1.0,45
BBC,"Meet Ross. He's swimming the entire coast of Britain and has faced wetsuit burns, ""salt tongue"" and jellyfish. 😬🌊

https://t.co/pj8THPs7g8",Sun Sep 23 11:02:02 +0000 2018,0.0,0.0,0.0,1.0,46
BBC,"What's the most dangerous job in the world? #QI 🔥✂️😬

https://t.co/hQ7vwFLc1A",Sun Sep 23 10:04:02 +0000 2018,-0.5256,0.0,0.253,0.747,47
BBC,"*Googles how to become a special effects artist...*

😲🎬 Meet the team behind every gripping action sequence in… https://t.co/sTE4R5sVJE",Sun Sep 23 09:03:05 +0000 2018,0.4019,0.137,0.0,0.863,48
BBC,"A lot has changed in 20 years, but do you remember what life was like in 1998? 🤔

Take the twenty years of change c… https://t.co/AP2Lr1Jeq1",Sun Sep 23 08:03:04 +0000 2018,0.5023,0.124,0.0,0.876,49
BBC,"A giant 300m-long spiderweb has appeared in Greece. The phenomenon is caused by Tetragnatha spiders, which can buil… https://t.co/WReys8HSJV",Sun Sep 23 07:31:05 +0000 2018,0.0,0.0,0.0,1.0,50
BBC,"It's been just over a year since @Harry_Styles made his Live Lounge debut. 💕

His cover of Fleetwood Mac's 'The Cha… https://t.co/ZtNRkwd9bs",Sun Sep 23 07:03:01 +0000 2018,0.0,0.0,0.0,1.0,51
BBC,"Seeking a missing man, detective Jay Swan finds an outback community fractured by secrets. 

#MysteryRoad | 9pm |… https://t.co/7ogs71Algw",Sat Sep 22 19:04:06 +0000 2018,-0.296,0.0,0.121,0.879,52
BBC,RT @bbcthree: Me walking in on the drama I've caused just after I've caused it #Strictly https://t.co/VlbewRmJt8,Sat Sep 22 18:06:53 +0000 2018,0.0,0.0,0.0,1.0,53
BBC,"RT @BBCiPlayer: Happy Birthday, @billiepiper! 🎂 🎈
Here's a throwback to her emotional goodbye in Doctor Who. https://t.co/Mb9fPYDiyH",Sat Sep 22 18:06:33 +0000 2018,0.68,0.301,0.0,0.699,54
BBC,Jack wanted to do something different to celebrate turning 106... so he became the oldest person ever to have zip-l… https://t.co/WVOmVlpIZz,Sat Sep 22 17:03:07 +0000 2018,0.5719,0.156,0.0,0.844,55
BBC,"Get ready to start dancing! ✨💃🕺

This year's @BBCStrictly celebrities have had two weeks to rehearse their first ro… https://t.co/ADIc1vi0we",Sat Sep 22 16:14:07 +0000 2018,0.4199,0.128,0.0,0.872,56
BBC,"This is the first time this baby rhino has been outside! 😍🦏 #WorldRhinoDay

https://t.co/OJdiiKiyIK",Sat Sep 22 15:04:05 +0000 2018,0.0,0.0,0.0,1.0,57
BBC,Pictures of sea life tangled in plastic waste mean the pressure is on to do more to help. But what can be recycled… https://t.co/RnQPBTRO44,Sat Sep 22 14:03:05 +0000 2018,-0.2551,0.103,0.173,0.725,58
BBC,RT @BBCBreaking: Chas Hodges - one half of the musical duo Chas &amp; Dave - has died https://t.co/sLok83mgNk,Sat Sep 22 13:30:22 +0000 2018,-0.5574,0.0,0.194,0.806,59
BBC,"RT @BBC6Music: 📺 What’s the best thing you’ve watched on the iPlayer lately?
1) #KillingEve @bbcthree
2) #CanYouFeelIt @BBCFOUR
3) #TheBody…",Sat Sep 22 13:30:08 +0000 2018,0.6369,0.181,0.0,0.819,60
BBC,"RT @bbcstrictly: It's getting real now. #Strictly Come Dancing, LIVE tonight 6.15pm @BBCOne. RT if you'll be watching! 🎉 https://t.co/uIRTh…",Sat Sep 22 13:04:09 +0000 2018,0.0,0.0,0.0,1.0,61
BBC,Amazing! 💧🍬👵 Lewis has invented jelly sweets filled with water to encourage his grandma with dementia to stay hydra… https://t.co/BAXUAFZYLQ,Sat Sep 22 13:01:03 +0000 2018,0.8908,0.384,0.0,0.616,62
BBC,"The official trailer is here! 

""I’m the Doctor, when people need help, I never refuse."" #DoctorWho

https://t.co/0fLnk99haj",Sat Sep 22 11:04:03 +0000 2018,0.4574,0.166,0.0,0.834,63
BBC,'I've had so much support from mums who thought that they couldn't do anything for themselves straight after they h… https://t.co/iKgJY3L64W,Sat Sep 22 10:04:05 +0000 2018,0.5965,0.204,0.0,0.796,64
BBC,"Do you have any pictures of your family at Stonehenge? 

📷 👨‍👩‍👦‍👦 @EnglishHeritage needs your help! 

https://t.co/MxpcFHCYlq",Sat Sep 22 09:03:08 +0000 2018,0.4574,0.166,0.0,0.834,65
BBC,"Oops! 🤦‍♀️✈️

An airline has had to send a plane back to the paint shop after the company's name was spelled incorr… https://t.co/PtaEH3CPXf",Sat Sep 22 08:01:06 +0000 2018,0.0,0.0,0.0,1.0,66
BBC,"Many yoghurts are full of sugar and the public should not be lulled into thinking they are eating healthy products,… https://t.co/RJysRsxaZD",Sat Sep 22 07:31:05 +0000 2018,0.4019,0.119,0.0,0.881,67
BBC,"The black-footed cat is the deadliest (but cutest?!) wild cat in the world. 😻 #BigCats 

https://t.co/FjFZDR7bZ8",Sat Sep 22 07:02:05 +0000 2018,0.0,0.0,0.0,1.0,68
BBC,"RT @BBCRadio1PR: Mum always knows best 👼 @RayBLK_ reveals who inspires her as she heads out on the #1XtraLive Inspire ME tour

#inspireme h…",Fri Sep 21 19:10:09 +0000 2018,0.8957,0.351,0.0,0.649,69
BBC,"""Everybody will see this and think that I'm a trillionaire!""

After students gave their university cleaner £1,500 s… https://t.co/n2N1cHJky0",Fri Sep 21 18:03:06 +0000 2018,0.2481,0.105,0.0,0.895,70
BBC,"""Working on this project has been a tremendous labour of love"" 📖💕🥘

Meghan Markle celebrated the launch of her Gren… https://t.co/vbPiUJw3sr",Fri Sep 21 17:03:01 +0000 2018,0.836,0.305,0.0,0.695,71
BBC,Jumping into the weekend like... 😼 #FridayFeeling https://t.co/vdWEXCzlSI,Fri Sep 21 16:01:00 +0000 2018,0.0,0.0,0.0,1.0,72
BBC,"RT @bbc5live: Today, we said goodbye to our dear colleague and friend Rachael Bland.
 
#RaiseAGlassToRach is our way of giving a big burst…",Fri Sep 21 15:41:21 +0000 2018,0.802,0.301,0.0,0.699,73
BBC,"We'd totally swipe right for a @Drake and @joshgroban collaboration! 🎶🎤

https://t.co/hpCSuIRqcB",Fri Sep 21 15:02:03 +0000 2018,0.0,0.0,0.0,1.0,74
BBC,"“I basically invented Come Dine With Me!” 😂

10 things you didn’t know about @petercrouch ➡️… https://t.co/CZGm2Rqm7I",Fri Sep 21 14:00:14 +0000 2018,0.0,0.0,0.0,1.0,75
BBC,"We're officially obsessed with Hansel the armadillo. 😍@katehumble #AnimalPark 

 https://t.co/C7i5hEMPMG",Fri Sep 21 13:01:07 +0000 2018,-0.1779,0.0,0.159,0.841,76
BBC,"😍🐶👮 Meet the cutest and newest recruits for Chile's national police force...

https://t.co/zbJZRdrUbD",Fri Sep 21 11:02:04 +0000 2018,0.5859,0.241,0.0,0.759,77
BBC,".@StaceyDooley meets the family prepping for the apocalypse. (Via @BBCThree) 

https://t.co/IZE9vJTDCy",Fri Sep 21 10:02:06 +0000 2018,0.0,0.0,0.0,1.0,78
BBC,"😳🌬👕 Extreme Laundry is NOT for the faint hearted... 

https://t.co/1N9jAKP2c4",Fri Sep 21 09:02:06 +0000 2018,0.0,0.0,0.0,1.0,79
BBC,✈️Airline Cathay Pacific has had to send a plane back to the paint shop after the company's name was spelled incorr… https://t.co/rY5SsBEsuf,Fri Sep 21 07:55:01 +0000 2018,0.0,0.0,0.0,1.0,80
BBC,"RT @BBC6Music: Have you heard this year’s @MercuryPrize winning album?

📼 Visions of a live show: Watch Mercury Prize winners Wolf Alice’s…",Fri Sep 21 07:48:00 +0000 2018,0.8934,0.422,0.0,0.578,81
BBC,"Do you Tolstoy on the treadmill? Christie on the commute? Kipling in the kitchen?

Here are 13 reasons why listenin… https://t.co/DoKcev0DyQ",Fri Sep 21 07:32:05 +0000 2018,0.0,0.0,0.0,1.0,82
BBC,"""He was dissing me and then laughing his head off."" 😂👑

When Prince Harry met @PeterCrouch... 

https://t.co/BYAEWcmlcK",Fri Sep 21 07:03:06 +0000 2018,0.4939,0.167,0.0,0.833,83
BBC,"🎶🎧 @AnnieMac hosts this year's prestigious music awards ceremony from the Eventim Apollo in London. 

#MercuryPrize… https://t.co/p2sWK8Ix9N",Thu Sep 20 19:01:09 +0000 2018,0.4588,0.158,0.0,0.842,84
BBC,📷 🌃 Photographer and art director @liamwong creates incredible sci-fi-style images of Tokyo at night...… https://t.co/qfz5mAzCcd,Thu Sep 20 17:02:07 +0000 2018,0.2732,0.139,0.0,0.861,85
BBC,"RT @BBC6Music: It's nearly time for the #MercuryPrize 2018, but who's nominated? Who might win? 

Here's the 6 Music Guide, and you can lea…",Thu Sep 20 16:54:15 +0000 2018,0.7622,0.202,0.0,0.798,86
BBC,"'A pan of lasagne can say a lot more than a sympathy card'.

Is food the best language of grief? 📻👉… https://t.co/oKCl8LQCZt",Thu Sep 20 16:06:06 +0000 2018,0.5829,0.257,0.118,0.625,87
BBC,"Go Denis! 💪 This 85-year-old great grandfather tackled would-be robbers wielding a sawn-off shotgun and hammers... 

https://t.co/RMqAjJb7r7",Thu Sep 20 15:04:05 +0000 2018,0.6588,0.239,0.0,0.761,88
BBC,"A US convict whose talent for art caught the eye of a prison warden, ultimately leading to a review of his case, ha… https://t.co/uWTWMR7NHF",Thu Sep 20 14:02:05 +0000 2018,-0.128,0.112,0.131,0.757,89
BBC,"Where can toys go when they're no longer played with? 🐻👶🍼

Becky set up a charity that lets parents donate baby ess… https://t.co/KEJmmprRC5",Thu Sep 20 13:04:04 +0000 2018,0.4588,0.197,0.083,0.72,90
BBC,"RT @bbcdoctorwho: The official trailer is here! ""I’m the Doctor, when people need help, I never refuse."" #DoctorWho https://t.co/KAGogcYDfn",Thu Sep 20 12:46:06 +0000 2018,0.4574,0.15,0.0,0.85,91
BBC,"Would you eat deep fried mashed potato? 😋

https://t.co/HQkBYTF9dM",Thu Sep 20 11:02:02 +0000 2018,0.0,0.0,0.0,1.0,92
BBC,"🌍If half the UK switched to reusable water bottles, we'd save enough plastic to stretch to the moon and back in jus… https://t.co/wA8SXwzmUi",Thu Sep 20 10:04:00 +0000 2018,0.4939,0.127,0.0,0.873,93
BBC,RT @bbcwritersroom: We spoke to co-writer of #Trust @alicenut1 about her career move from member of band Chumbawamba to #screenwriter and w…,Thu Sep 20 09:43:08 +0000 2018,0.0,0.0,0.0,1.0,94
BBC,RT @BBCRadio2: Congratulations Chris and Natasha! https://t.co/bBbx8oMBdi,Thu Sep 20 09:31:02 +0000 2018,0.636,0.411,0.0,0.589,95
BBC,"What do you do with food that's close to going out of date?

This Nigerian entrepreneur’s app helps to prevent food… https://t.co/4k3xfrSkH6",Thu Sep 20 09:04:04 +0000 2018,0.4019,0.156,0.0,0.844,96
BBC,From frittatas to french toast: these big breakfasts are inexpensive and will fill you up until lunch. 🍳🥓☕️… https://t.co/ZEtsi3LTRc,Thu Sep 20 08:02:04 +0000 2018,0.0,0.0,0.0,1.0,97
BBC,"“The most important thing was him.""

An ultra runner has told @annaefoster why she breastfed her baby son during a… https://t.co/t4KTaQv6XQ",Thu Sep 20 07:32:07 +0000 2018,0.2716,0.095,0.0,0.905,98
BBC,"""Is it right that my people are banned from shops like dogs?"" 

This is life for a young traveller in Scotland...

https://t.co/hGTXZRjkyk",Thu Sep 20 07:02:05 +0000 2018,-0.128,0.102,0.122,0.776,99
BBC,"Will is a pupil barrister, wondering if any of his clients are innocent and if it matters... 

Defending the Guilty… https://t.co/BffvBxfYkX",Wed Sep 19 20:04:06 +0000 2018,0.34,0.112,0.0,0.888,100
FoxNews,".@POTUS: ""I really believe North Korea has tremendous economic potential and I believe that Chairman Kim and the pe… https://t.co/Yjvs1efdTr",Mon Sep 24 19:27:46 +0000 2018,0.0,0.0,0.0,1.0,1
FoxNews,".@SenateMajLdr: ""Let's put aside this last minute unsubstantiated smear. Let's return to the facts. Let's have a fa… https://t.co/XwnCVFMOGb",Mon Sep 24 19:25:15 +0000 2018,-0.3612,0.0,0.128,0.872,2
FoxNews,".@POTUS: ""I'm meeting with Rod Rosenstein on Thursday when I get back...and we'll be determining what's going on.""… https://t.co/MqkYQ7TSvt",Mon Sep 24 19:14:13 +0000 2018,0.0,0.0,0.0,1.0,3
FoxNews,".@SenateMajLdr: ""This shameful, shameful smear campaign has hit a new low...Senate Democrats and their allies are t… https://t.co/LHkNNwmmLd",Mon Sep 24 19:14:01 +0000 2018,-0.836,0.0,0.389,0.611,4
